x-axis,y-axis,precipitation,precip_1,precip_2,precip_3,precip_4,precip_5,precip_6,precip_7,precip_8
486400,2553600,453.095947266,456.466796875,486.920166016,519.252746582,483.918731689,416.842590332,405.952392578,407.128845215,430.302490234
608000,2553600,483.918731689,486.920166016,519.252746582,530.300354004,509.989562988,449.700775146,416.842590332,405.952392578,453.095947266
729600,2553600,509.989562988,519.252746582,530.300354004,537.992614746,526.914001465,473.739746094,449.700775146,416.842590332,483.918731689
851200,2553600,526.914001465,530.300354004,537.992614746,557.928405762,547.411560059,496.647277832,473.739746094,449.700775146,509.989562988
972800,2553600,547.411560059,537.992614746,557.928405762,577.186340332,567.983154297,531.564758301,496.647277832,473.739746094,526.914001465
1094400,2553600,567.983154297,557.928405762,577.186340332,590.070068359,583.142822266,569.476318359,531.564758301,496.647277832,547.411560059
1216000,2553600,583.142822266,577.186340332,590.070068359,628.481201172,616.805053711,607.483337402,569.476318359,531.564758301,567.983154297
1337600,2553600,616.805053711,590.070068359,628.481201172,688.666748047,672.233459473,649.212097168,607.483337402,569.476318359,583.142822266
1459200,2553600,672.233459473,628.481201172,688.666748047,731.652099609,718.442260742,690.932800293,649.212097168,607.483337402,616.805053711
1580800,2553600,718.442260742,688.666748047,731.652099609,761.375732422,759.051574707,737.766967773,690.932800293,649.212097168,672.233459473
1702400,2553600,759.051574707,731.652099609,761.375732422,792.599609375,804.225952148,790.448913574,737.766967773,690.932800293,718.442260742
1824000,2553600,804.225952148,761.375732422,792.599609375,826.294799805,848.949035645,844.53704834,790.448913574,737.766967773,759.051574707
1945600,2553600,848.949035645,792.599609375,826.294799805,856.536865234,891.78302002,892.927978516,844.53704834,790.448913574,804.225952148
2067200,2553600,891.78302002,826.294799805,856.536865234,862.832641602,905.278686523,917.392578125,892.927978516,844.53704834,848.949035645
2188800,2553600,905.278686523,856.536865234,862.832641602,872.33605957,904.072814941,921.993774414,917.392578125,892.927978516,891.78302002
2310400,2553600,904.072814941,862.832641602,872.33605957,919.353881836,939.295043945,947.733032227,921.993774414,917.392578125,905.278686523
2432000,2553600,939.295043945,872.33605957,919.353881836,966.749450684,981.457824707,984.403991699,947.733032227,921.993774414,904.072814941
2553600,2553600,981.457824707,919.353881836,966.749450684,975.710083008,991.292724609,994.189208984,984.403991699,947.733032227,939.295043945
2675200,2553600,991.292724609,966.749450684,975.710083008,942.481018066,957.003662109,961.713562012,994.189208984,984.403991699,981.457824707
2796800,2553600,957.003662109,975.710083008,942.481018066,884.145507812,900.640014648,909.927490234,961.713562012,994.189208984,991.292724609
2918400,2553600,900.640014648,942.481018066,884.145507812,826.002380371,841.546081543,853.96472168,909.927490234,961.713562012,957.003662109
3040000,2553600,841.546081543,884.145507812,826.002380371,,,,853.96472168,909.927490234,900.640014648
-3040000,2432000,668.163574219,,672.666320801,668.569030762,669.070373535,682.730285645,676.280151367,,
-2918400,2432000,669.070373535,672.666320801,668.569030762,664.736633301,672.493896484,685.006774902,682.730285645,676.280151367,668.163574219
-2796800,2432000,672.493896484,668.569030762,664.736633301,672.077453613,689.048461914,700.752075195,685.006774902,682.730285645,669.070373535
-2675200,2432000,689.048461914,664.736633301,672.077453613,672.957946777,698.789611816,716.036621094,700.752075195,685.006774902,672.493896484
-2553600,2432000,698.789611816,672.077453613,672.957946777,664.634338379,687.838134766,702.481140137,716.036621094,700.752075195,689.048461914
-2432000,2432000,687.838134766,672.957946777,664.634338379,639.090759277,666.918395996,558.648986816,702.481140137,716.036621094,698.789611816
-2310400,2432000,666.918395996,664.634338379,639.090759277,623.749755859,646.96270752,629.953369141,558.648986816,702.481140137,687.838134766
-2188800,2432000,646.96270752,639.090759277,623.749755859,629.660522461,645.666381836,619.531616211,629.953369141,558.648986816,666.918395996
-2067200,2432000,645.666381836,623.749755859,629.660522461,642.504577637,649.546081543,617.004882812,619.531616211,629.953369141,646.96270752
-1945600,2432000,649.546081543,629.660522461,642.504577637,635.005065918,629.670898438,594.478820801,617.004882812,619.531616211,645.666381836
-1824000,2432000,629.670898438,642.504577637,635.005065918,611.15411377,591.524475098,552.193359375,594.478820801,617.004882812,649.546081543
-1702400,2432000,591.524475098,635.005065918,611.15411377,600.429260254,580.239257812,530.35723877,552.193359375,594.478820801,629.670898438
-1580800,2432000,580.239257812,611.15411377,600.429260254,597.046508789,571.872924805,519.606872559,530.35723877,552.193359375,591.524475098
-1459200,2432000,571.872924805,600.429260254,597.046508789,581.50958252,546.436523438,492.14263916,519.606872559,530.35723877,580.239257812
-1337600,2432000,546.436523438,597.046508789,581.50958252,570.389526367,521.008300781,461.953338623,492.14263916,519.606872559,571.872924805
-1216000,2432000,521.008300781,581.50958252,570.389526367,552.02923584,506.11138916,450.7684021,461.953338623,492.14263916,546.436523438
-1094400,2432000,506.11138916,570.389526367,552.02923584,519.206787109,482.674530029,431.072387695,450.7684021,461.953338623,521.008300781
-972800,2432000,482.674530029,552.02923584,519.206787109,476.458343506,443.964141846,398.597198486,431.072387695,450.7684021,506.11138916
-851200,2432000,443.964141846,519.206787109,476.458343506,454.527313232,424.933410645,387.801055908,398.597198486,431.072387695,482.674530029
-729600,2432000,424.933410645,476.458343506,454.527313232,438.812896729,417.266448975,377.64276123,387.801055908,398.597198486,443.964141846
-608000,2432000,417.266448975,454.527313232,438.812896729,415.23059082,392.560791016,363.272766113,377.64276123,387.801055908,424.933410645
-486400,2432000,392.560791016,438.812896729,415.23059082,397.650299072,366.070953369,357.779907227,363.272766113,377.64276123,417.266448975
-364800,2432000,366.070953369,415.23059082,397.650299072,394.282806396,365.610748291,359.546691895,357.779907227,363.272766113,392.560791016
-243200,2432000,365.610748291,397.650299072,394.282806396,403.229187012,380.323822021,384.079315186,359.546691895,357.779907227,366.070953369
-121600,2432000,380.323822021,394.282806396,403.229187012,419.316741943,398.369018555,399.108947754,384.079315186,359.546691895,365.610748291
0,2432000,398.369018555,403.229187012,419.316741943,421.852539062,406.202453613,404.238494873,399.108947754,384.079315186,380.323822021
121600,2432000,406.202453613,419.316741943,421.852539062,423.441101074,410.374176025,419.113464355,404.238494873,399.108947754,398.369018555
243200,2432000,410.374176025,421.852539062,423.441101074,430.302490234,407.128845215,413.756256104,419.113464355,404.238494873,406.202453613
364800,2432000,407.128845215,423.441101074,430.302490234,453.095947266,405.952392578,392.217071533,413.756256104,419.113464355,410.374176025
486400,2432000,405.952392578,430.302490234,453.095947266,483.918731689,416.842590332,392.958007812,392.217071533,413.756256104,407.128845215
608000,2432000,416.842590332,453.095947266,483.918731689,509.989562988,449.700775146,413.683288574,392.958007812,392.217071533,405.952392578
729600,2432000,449.700775146,483.918731689,509.989562988,526.914001465,473.739746094,437.725280762,413.683288574,392.958007812,416.842590332
851200,2432000,473.739746094,509.989562988,526.914001465,547.411560059,496.647277832,442.802368164,437.725280762,413.683288574,449.700775146
972800,2432000,496.647277832,526.914001465,547.411560059,567.983154297,531.564758301,477.750183105,442.802368164,437.725280762,473.739746094
1094400,2432000,531.564758301,547.411560059,567.983154297,583.142822266,569.476318359,535.800842285,477.750183105,442.802368164,496.647277832
1216000,2432000,569.476318359,567.983154297,583.142822266,616.805053711,607.483337402,587.294616699,535.800842285,477.750183105,531.564758301
1337600,2432000,607.483337402,583.142822266,616.805053711,672.233459473,649.212097168,617.053222656,587.294616699,535.800842285,569.476318359
1459200,2432000,649.212097168,616.805053711,672.233459473,718.442260742,690.932800293,649.679931641,617.053222656,587.294616699,607.483337402
1580800,2432000,690.932800293,672.233459473,718.442260742,759.051574707,737.766967773,704.708251953,649.679931641,617.053222656,649.212097168
1702400,2432000,737.766967773,718.442260742,759.051574707,804.225952148,790.448913574,764.999206543,704.708251953,649.679931641,690.932800293
1824000,2432000,790.448913574,759.051574707,804.225952148,848.949035645,844.53704834,819.31640625,764.999206543,704.708251953,737.766967773
1945600,2432000,844.53704834,804.225952148,848.949035645,891.78302002,892.927978516,864.35925293,819.31640625,764.999206543,790.448913574
2067200,2432000,892.927978516,848.949035645,891.78302002,905.278686523,917.392578125,900.656738281,864.35925293,819.31640625,844.53704834
2188800,2432000,917.392578125,891.78302002,905.278686523,904.072814941,921.993774414,926.02911377,900.656738281,864.35925293,892.927978516
2310400,2432000,921.993774414,905.278686523,904.072814941,939.295043945,947.733032227,953.250244141,926.02911377,900.656738281,917.392578125
2432000,2432000,947.733032227,904.072814941,939.295043945,981.457824707,984.403991699,977.51159668,953.250244141,926.02911377,921.993774414
2553600,2432000,984.403991699,939.295043945,981.457824707,991.292724609,994.189208984,981.469360352,977.51159668,953.250244141,947.733032227
2675200,2432000,994.189208984,981.457824707,991.292724609,957.003662109,961.713562012,954.887634277,981.469360352,977.51159668,984.403991699
2796800,2432000,961.713562012,991.292724609,957.003662109,900.640014648,909.927490234,913.461120605,954.887634277,981.469360352,994.189208984
2918400,2432000,909.927490234,957.003662109,900.640014648,841.546081543,853.96472168,860.983947754,913.461120605,954.887634277,961.713562012
3040000,2432000,853.96472168,900.640014648,841.546081543,,,,860.983947754,913.461120605,909.927490234
-3040000,2310400,676.280151367,,668.163574219,669.070373535,682.730285645,700.070251465,685.599609375,,
-2918400,2310400,682.730285645,668.163574219,669.070373535,672.493896484,685.006774902,709.493774414,700.070251465,685.599609375,676.280151367
-2796800,2310400,685.006774902,669.070373535,672.493896484,689.048461914,700.752075195,714.252929688,709.493774414,700.070251465,682.730285645
-2675200,2310400,700.752075195,672.493896484,689.048461914,698.789611816,716.036621094,716.495422363,714.252929688,709.493774414,685.006774902
-2553600,2310400,716.036621094,689.048461914,698.789611816,687.838134766,702.481140137,673.701843262,716.495422363,714.252929688,700.752075195
-2432000,2310400,702.481140137,698.789611816,687.838134766,666.918395996,558.648986816,620.413452148,673.701843262,716.495422363,716.036621094
-2310400,2310400,558.648986816,687.838134766,666.918395996,646.96270752,629.953369141,589.188049316,620.413452148,673.701843262,702.481140137
-2188800,2310400,629.953369141,666.918395996,646.96270752,645.666381836,619.531616211,576.635620117,589.188049316,620.413452148,558.648986816
-2067200,2310400,619.531616211,646.96270752,645.666381836,649.546081543,617.004882812,585.667480469,576.635620117,589.188049316,629.953369141
-1945600,2310400,617.004882812,645.666381836,649.546081543,629.670898438,594.478820801,574.258056641,585.667480469,576.635620117,619.531616211
-1824000,2310400,594.478820801,649.546081543,629.670898438,591.524475098,552.193359375,529.65222168,574.258056641,585.667480469,617.004882812
-1702400,2310400,552.193359375,629.670898438,591.524475098,580.239257812,530.35723877,494.352325439,529.65222168,574.258056641,594.478820801
-1580800,2310400,530.35723877,591.524475098,580.239257812,571.872924805,519.606872559,471.095397949,494.352325439,529.65222168,552.193359375
-1459200,2310400,519.606872559,580.239257812,571.872924805,546.436523438,492.14263916,443.373077393,471.095397949,494.352325439,530.35723877
-1337600,2310400,492.14263916,571.872924805,546.436523438,521.008300781,461.953338623,414.599029541,443.373077393,471.095397949,519.606872559
-1216000,2310400,461.953338623,546.436523438,521.008300781,506.11138916,450.7684021,399.937561035,414.599029541,443.373077393,492.14263916
-1094400,2310400,450.7684021,521.008300781,506.11138916,482.674530029,431.072387695,380.471405029,399.937561035,414.599029541,461.953338623
-972800,2310400,431.072387695,506.11138916,482.674530029,443.964141846,398.597198486,349.853088379,380.471405029,399.937561035,450.7684021
-851200,2310400,398.597198486,482.674530029,443.964141846,424.933410645,387.801055908,352.569213867,349.853088379,380.471405029,431.072387695
-729600,2310400,387.801055908,443.964141846,424.933410645,417.266448975,377.64276123,350.600646973,352.569213867,349.853088379,398.597198486
-608000,2310400,377.64276123,424.933410645,417.266448975,392.560791016,363.272766113,350.225616455,350.600646973,352.569213867,387.801055908
-486400,2310400,363.272766113,417.266448975,392.560791016,366.070953369,357.779907227,396.511230469,350.225616455,350.600646973,377.64276123
-364800,2310400,357.779907227,392.560791016,366.070953369,365.610748291,359.546691895,434.959655762,396.511230469,350.225616455,363.272766113
-243200,2310400,359.546691895,366.070953369,365.610748291,380.323822021,384.079315186,436.197692871,434.959655762,396.511230469,357.779907227
-121600,2310400,384.079315186,365.610748291,380.323822021,398.369018555,399.108947754,403.362182617,436.197692871,434.959655762,359.546691895
0,2310400,399.108947754,380.323822021,398.369018555,406.202453613,404.238494873,437.285949707,403.362182617,436.197692871,384.079315186
121600,2310400,404.238494873,398.369018555,406.202453613,410.374176025,419.113464355,388.587188721,437.285949707,403.362182617,399.108947754
243200,2310400,419.113464355,406.202453613,410.374176025,407.128845215,413.756256104,372.779785156,388.587188721,437.285949707,404.238494873
364800,2310400,413.756256104,410.374176025,407.128845215,405.952392578,392.217071533,370.217895508,372.779785156,388.587188721,419.113464355
486400,2310400,392.217071533,407.128845215,405.952392578,416.842590332,392.958007812,362.450439453,370.217895508,372.779785156,413.756256104
